exer_id:token,assignment_id:token_seq,cpt_seq:token_seq
14772,79,"[17, 233, 287, 303, 316, 337, 409, 479, 495, 505, 519, 571]"
8814,80,"[13, 17, 52, 233, 248, 287, 303, 316, 337, 409, 479, 495, 505, 519, 571]"
8824,80,"[13, 17, 52, 233, 248, 287, 303, 316, 337, 409, 479, 495, 505, 519, 571]"
15600,80,"[13, 17, 233, 248, 287, 303, 316, 337, 409, 479, 495, 505, 519, 571]"
15622,80,"[13, 17, 233, 248, 287, 303, 316, 337, 409, 479, 495, 505, 519, 571]"
15383,80,"[13, 17, 52, 233, 248, 287, 303, 316, 337, 409, 479, 495, 505, 519, 571]"
14803,80,"[13, 17, 233, 248, 287, 303, 316, 337, 409, 479, 495, 505, 519, 571]"
14780,80,"[13, 17, 233, 248, 287, 303, 316, 337, 409, 479, 495, 505, 519, 571]"
6427,48,"[89, 187, 528]"
6458,52,"[56, 135, 257, 342, 377, 478, 530, 602]"
6456,52,"[56, 135, 257, 342, 377, 478, 602]"
6614,55,"[131, 134, 165, 572]"
6608,55,"[131, 134, 165, 572]"
6643,56,"[131, 134, 165, 572]"
6639,56,"[131, 134, 165, 572]"
6054,59,"[60, 79, 142, 264, 590]"
6056,59,"[60, 79, 142, 264, 590]"
6053,59,"[60, 142, 264, 590]"
12129,15,"[202, 246, 478, 576]"
12717,15,"[250, 300, 379, 478]"
12637,15,"[218, 466, 478, 583]"
12662,15,"[218, 466, 478, 583]"
13285,15,"[425, 461, 478, 510]"
13987,15,"[218, 466, 478, 583]"
12338,16,"[94, 164, 221, 305, 378, 421, 579]"
11680,16,"[14, 82, 400, 421, 461, 510, 579]"
13309,16,"[94, 164, 221, 305, 378, 421, 579]"
8249,16,"[163, 188, 300, 379, 421, 451, 579]"
13434,17,"[10, 249, 475, 478, 599]"
13600,17,"[10, 249, 475, 478, 599]"
13390,17,"[258, 435, 466, 478, 583]"
13311,18,"[152, 250, 379, 476, 478]"
4746,45,"[36, 71, 146, 229, 297, 331, 481, 549]"
5985,45,"[19, 71, 146, 297, 481, 549]"
15610,82,"[22, 53, 65, 211, 288, 366, 442, 478, 480, 523]"
16511,83,"[45, 138, 166, 183, 326, 375, 403, 478, 506]"
16479,83,"[45, 138, 166, 183, 326, 375, 403, 478, 506]"
12114,84,"[20, 21, 48, 97, 109, 120, 148, 295, 419, 492, 524]"
17119,84,"[21, 29, 109, 148, 245, 295, 328, 362, 419, 489, 492]"
7723,84,"[20, 21, 97, 109, 120, 148, 295, 419, 489, 492, 524]"
17124,85,"[29, 47, 97, 148, 208, 245, 280, 328, 384, 419, 514, 534, 546]"
17127,85,"[47, 97, 148, 208, 237, 280, 328, 384, 419, 469, 514, 534, 546]"
17129,85,"[20, 21, 47, 97, 120, 148, 208, 280, 384, 419, 514, 524, 534]"
15024,85,"[20, 21, 47, 97, 120, 148, 208, 280, 384, 419, 514, 524, 534]"
8398,62,"[60, 79, 142, 264, 590]"
8047,62,"[60, 79, 142, 264, 590]"
8397,62,"[60, 79, 142, 264, 590]"
5559,62,"[60, 142, 264, 590]"
1435,62,"[60, 142, 264, 590]"
8389,62,"[60, 142, 264, 590]"
8048,62,"[60, 142, 264, 590]"
17502,69,"[302, 539, 556, 565]"
16518,69,"[225, 302, 494, 539, 556, 565]"
16567,69,"[302, 539, 556, 565]"
17495,69,"[302, 539, 556, 565]"
16637,69,"[225, 302, 494, 556]"
17524,70,"[9, 43, 66, 75, 225, 302, 441, 491, 494, 601]"
17520,70,"[9, 43, 66, 75, 225, 302, 441, 491, 494, 601]"
17493,69,"[225, 302, 494, 556]"
17528,70,"[9, 66, 75, 225, 302, 441, 494, 601]"
18457,73,"[5, 12, 15, 51, 91, 170, 210, 215, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
16772,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
18446,73,"[5, 12, 15, 51, 91, 170, 210, 215, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
17534,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
13651,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
18417,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
18397,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
11043,73,"[5, 12, 15, 51, 170, 210, 215, 217, 318, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
10871,73,"[5, 12, 15, 51, 91, 128, 170, 210, 217, 289, 339, 343, 372, 381, 399, 406, 429, 482, 501, 516, 540, 562, 586]"
17539,71,"[5, 12, 15, 51, 91, 128, 170, 210, 217, 289, 339, 343, 399, 406, 429, 482, 501, 516, 562]"
18395,71,"[5, 12, 15, 51, 91, 128, 170, 210, 217, 289, 339, 343, 399, 406, 429, 482, 501, 516, 562]"
16513,71,"[5, 12, 15, 51, 91, 128, 170, 210, 217, 289, 339, 343, 399, 406, 429, 482, 501, 516, 562]"
17852,73,"[5, 12, 15, 46, 51, 91, 117, 151, 170, 210, 217, 339, 343, 349, 367, 372, 381, 399, 406, 424, 437, 438, 459, 482, 487, 501, 516, 548, 562, 586]"
18436,73,"[3, 5, 12, 15, 46, 51, 91, 117, 128, 151, 170, 210, 217, 339, 343, 349, 367, 372, 381, 399, 406, 424, 429, 437, 438, 459, 482, 487, 501, 516, 540, 548, 562, 586]"
17621,71,"[5, 12, 15, 51, 91, 128, 170, 210, 217, 289, 339, 343, 399, 406, 429, 482, 501, 516, 562]"
4444,73,[529]
17581,71,"[5, 12, 15, 51, 128, 170, 210, 217, 289, 318, 339, 343, 399, 406, 429, 482, 501, 516, 562]"
17606,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
18420,73,[529]
18403,71,"[5, 12, 15, 46, 51, 117, 151, 170, 210, 217, 318, 339, 343, 349, 367, 399, 406, 424, 437, 438, 459, 482, 487, 501, 516, 548, 562]"
17504,69,"[302, 539, 556, 565]"
10857,70,"[9, 43, 66, 75, 225, 302, 441, 491, 539, 565, 601]"
17489,69,"[302, 539, 556, 565]"
17506,69,"[302, 539, 556, 565]"
17496,69,"[302, 539, 556, 565]"
18419,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
16891,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
17575,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
16848,69,"[5, 12, 15, 51, 91, 170, 210, 217, 302, 339, 343, 399, 406, 482, 501, 516, 539, 556, 562, 565]"
17849,69,"[302, 539, 556, 565]"
19098,74,"[9, 43, 66, 75, 225, 302, 441, 491, 539, 565, 601]"
16335,70,"[9, 66, 75, 225, 302, 441, 539, 565, 601]"
17807,69,"[302, 539, 556, 565]"
17863,69,"[225, 302, 494, 556]"
4147,74,"[225, 494]"
18572,70,"[9, 66, 75, 225, 302, 441, 494, 601]"
18561,70,"[9, 66, 75, 225, 302, 441, 494, 601]"
17708,69,"[225, 302, 494, 556]"
17746,69,"[225, 302, 494, 556]"
18549,70,"[9, 66, 75, 225, 302, 441, 494, 601]"
18634,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
18624,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
18617,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
17095,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
19082,73,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
18609,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
19066,73,"[5, 12, 15, 46, 51, 91, 117, 151, 170, 210, 217, 339, 343, 349, 367, 372, 381, 399, 406, 424, 437, 438, 459, 482, 487, 501, 516, 548, 562, 586]"
19077,73,"[5, 12, 15, 51, 170, 210, 215, 217, 318, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
18591,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
18642,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
19069,73,"[5, 12, 15, 51, 170, 210, 215, 217, 318, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
18637,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
18614,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
19095,74,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
18628,71,"[5, 12, 15, 51, 91, 128, 170, 210, 217, 289, 339, 343, 399, 406, 429, 482, 501, 516, 562]"
5845,73,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
19084,73,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
18622,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
18565,74,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
4904,73,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
18638,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
17638,69,"[5, 12, 15, 51, 91, 170, 210, 217, 302, 339, 343, 399, 406, 482, 501, 516, 539, 556, 562, 565]"
18569,70,"[9, 66, 75, 225, 302, 441, 539, 565, 601]"
17859,69,"[302, 539, 556, 565]"
17843,69,"[302, 539, 556, 565]"
17836,69,"[302, 539, 556, 565]"
6123,75,"[5, 12, 15, 16, 41, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
5929,4,"[142, 264, 301, 408, 569]"
867,4,"[142, 264, 408, 505, 569]"
8302,4,"[142, 264, 301, 458, 569]"
6182,4,"[142, 264, 458, 505, 569]"
2377,8,"[44, 107, 470]"
7976,4,"[142, 264, 301, 408, 569]"
8503,4,"[142, 264, 301, 458, 569]"
12073,5,"[142, 264, 276, 449]"
4845,45,"[19, 36, 71, 146, 297, 331, 481, 549]"
4838,45,"[36, 71, 146, 229, 297, 331, 481, 549]"
9577,49,"[119, 319, 420, 528]"
8794,55,"[131, 134, 165, 572]"
4126,55,"[131, 134, 165, 572]"
8076,59,"[60, 142, 264, 590]"
8200,62,"[60, 79, 142, 264, 590]"
8570,62,"[60, 79, 142, 264, 590]"
9316,60,"[33, 72, 83, 262, 336, 364]"
818,2,"[223, 458, 505]"
11245,6,"[34, 38, 90, 114, 173, 197, 324, 415, 423, 478]"
12262,6,"[34, 38, 90, 114, 173, 197, 324, 415, 445, 478]"
5360,59,"[60, 79, 142, 264, 590]"
6374,59,"[60, 142, 264, 590]"
7720,62,"[60, 79, 142, 264, 590]"
11309,62,"[60, 79, 142, 264, 590]"
15005,62,"[60, 79, 142, 264, 590]"
15004,62,"[60, 142, 264, 590]"
9884,62,"[60, 142, 264, 590]"
8276,4,"[142, 264, 301, 458, 569]"
476,8,"[44, 107, 470, 593]"
10329,59,"[60, 79, 142, 264, 590]"
11571,62,"[60, 142, 264, 590]"
11567,62,"[60, 142, 264, 590]"
1366,62,"[60, 142, 264, 590]"
3680,61,"[33, 185, 199, 364]"
5901,6,"[34, 38, 90, 114, 173, 197, 324, 415, 423, 478]"
6022,62,"[60, 79, 142, 264, 590]"
9794,62,"[60, 79, 142, 264, 590]"
5550,62,"[60, 79, 142, 264, 590]"
9478,62,"[60, 79, 142, 264, 590]"
9797,62,"[142, 264]"
5562,62,"[60, 142, 264, 590]"
9785,62,"[60, 142, 264, 590]"
7715,4,"[142, 264, 301, 458, 569]"
5233,45,"[19, 36, 71, 146, 297, 331, 481, 549]"
2934,103,"[104, 178, 314, 580]"
3485,89,"[104, 178, 314, 497, 580]"
3487,89,"[104, 178, 314, 497, 580]"
3528,89,"[104, 178, 314, 497, 580]"
3526,89,"[178, 314, 497, 580]"
4448,89,"[104, 178, 314, 497]"
3524,89,"[104, 178, 314, 497, 580]"
4356,89,"[104, 178, 314, 497, 580]"
4359,89,"[104, 178, 314, 497, 580]"
18256,72,"[104, 178, 314, 497]"
18255,72,"[104, 178, 314, 497, 580]"
18387,104,"[104, 178, 314, 580]"
18853,105,"[104, 178, 314, 580]"
11585,77,"[131, 134, 572]"
10398,78,"[31, 99, 114, 131, 134, 214, 231, 277, 392, 427, 505, 597]"
16043,79,"[17, 233, 287, 303, 316, 337, 409, 479, 495, 505, 519, 571]"
16044,80,"[13, 17, 233, 248, 287, 303, 316, 337, 409, 479, 495, 505, 519, 571]"
10554,48,"[89, 187, 528]"
7898,48,"[89, 187, 528]"
13603,56,"[131, 134, 165, 572]"
10337,56,"[131, 134, 165, 572]"
10230,56,"[131, 134, 165, 572]"
3750,56,"[131, 134, 165, 572]"
18268,92,"[128, 289, 293, 556, 564]"
18271,91,"[113, 128, 289, 293, 556, 564]"
18285,70,"[9, 66, 75, 225, 302, 441, 539, 565, 601]"
18286,70,"[9, 66, 75, 225, 302, 441, 539, 565, 601]"
18282,69,"[302, 539, 556, 565]"
18281,69,"[302, 539, 556, 565]"
18280,69,"[225, 302, 494, 556]"
18283,69,"[225, 302, 494, 556]"
18028,70,"[9, 66, 75, 225, 302, 441, 494, 601]"
16602,70,"[9, 66, 75, 225, 302, 441, 494, 601]"
18289,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
18291,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
18295,73,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
18297,73,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
18292,73,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
18287,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
18288,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
18293,73,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
18290,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
18267,92,"[101, 128, 205, 289, 292, 340, 395, 429, 570]"
18273,91,"[101, 205, 292, 340, 395, 570]"
18270,91,"[101, 128, 205, 289, 292, 340, 395, 429, 463, 570]"
18269,92,"[101, 128, 205, 289, 292, 340, 395, 429, 570]"
18272,91,"[101, 128, 205, 289, 292, 340, 395, 429, 463, 570]"
18891,110,"[0, 2, 5, 9, 12, 15, 51, 66, 75, 133, 157, 170, 210, 217, 225, 255, 302, 318, 339, 343, 372, 381, 399, 405, 406, 413, 441, 443, 482, 494, 501, 516, 538, 539, 562, 586, 601, 607]"
18869,111,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 441, 482, 501, 516, 538, 556, 562]"
18986,112,"[0, 2, 5, 9, 12, 15, 51, 66, 75, 91, 128, 133, 157, 170, 210, 217, 225, 255, 289, 302, 339, 343, 372, 381, 399, 405, 406, 413, 429, 441, 443, 482, 494, 501, 516, 538, 539, 540, 562, 586, 601, 607]"
18953,113,"[0, 2, 5, 12, 15, 51, 75, 91, 128, 133, 157, 170, 210, 217, 255, 289, 339, 343, 399, 405, 406, 413, 429, 441, 443, 482, 494, 501, 516, 538, 539, 556, 562, 607]"
17463,64,"[128, 289, 429, 540]"
17464,63,"[128, 289, 429, 540]"
17461,64,"[128, 289, 429, 540]"
17462,64,"[128, 289, 429, 540]"
2269,63,[540]
17460,64,[540]
11584,93,"[338, 460, 595]"
11580,93,"[130, 515, 568]"
17251,93,"[338, 460, 595]"
14627,93,"[130, 515, 568]"
14275,93,"[434, 595]"
17430,93,"[434, 595]"
12418,94,"[63, 595]"
17467,94,"[49, 496, 595]"
13776,94,"[294, 431, 598]"
18296,73,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
4968,76,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
18887,111,"[0, 2, 5, 12, 15, 51, 75, 91, 133, 157, 170, 210, 217, 255, 339, 343, 399, 405, 406, 413, 441, 443, 482, 494, 501, 516, 538, 539, 556, 562, 607]"
18885,111,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 441, 482, 501, 516, 538, 556, 562]"
18886,111,"[302, 538, 556]"
18950,110,"[0, 2, 5, 9, 12, 15, 51, 66, 75, 133, 157, 170, 210, 217, 225, 255, 302, 318, 339, 343, 372, 381, 399, 405, 406, 413, 441, 443, 482, 494, 501, 516, 538, 539, 562, 586, 601, 607]"
18917,110,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
18946,110,"[0, 2, 5, 9, 12, 15, 51, 66, 75, 133, 157, 170, 210, 217, 225, 255, 302, 318, 339, 343, 372, 381, 399, 405, 406, 413, 441, 443, 482, 494, 501, 516, 538, 539, 562, 586, 601, 607]"
18883,111,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 441, 482, 501, 516, 538, 556, 562]"
18943,110,"[5, 9, 12, 15, 51, 66, 75, 91, 170, 210, 217, 225, 302, 339, 343, 372, 381, 399, 406, 441, 482, 501, 516, 562, 586, 601]"
18919,110,"[0, 2, 9, 66, 75, 133, 157, 225, 255, 302, 405, 413, 441, 443, 494, 538, 539, 601, 607]"
18882,111,"[0, 2, 5, 12, 15, 23, 46, 51, 75, 91, 101, 117, 133, 151, 157, 170, 205, 210, 217, 255, 273, 334, 339, 340, 343, 349, 359, 367, 395, 399, 405, 406, 413, 424, 433, 437, 438, 441, 443, 459, 482, 487, 494, 501, 516, 538, 539, 543, 547, 548, 556, 562, 570, 607, 610]"
18892,110,"[0, 2, 9, 66, 75, 133, 157, 225, 255, 302, 405, 413, 441, 443, 494, 538, 539, 601, 607]"
18918,110,"[0, 2, 5, 9, 12, 15, 51, 66, 75, 133, 157, 170, 210, 217, 225, 255, 302, 318, 339, 343, 372, 381, 399, 405, 406, 413, 441, 443, 482, 494, 501, 516, 538, 539, 562, 586, 601, 607]"
19213,112,"[0, 2, 5, 9, 12, 15, 51, 66, 75, 91, 133, 157, 170, 210, 217, 225, 255, 302, 339, 343, 399, 405, 406, 413, 441, 443, 482, 494, 501, 516, 538, 539, 562, 601, 607]"
18955,113,"[0, 2, 5, 12, 15, 51, 75, 133, 157, 170, 210, 217, 255, 318, 339, 343, 399, 405, 406, 413, 441, 443, 482, 494, 501, 516, 538, 539, 556, 562, 607]"
18984,113,"[0, 2, 5, 12, 15, 51, 75, 133, 157, 170, 210, 217, 255, 318, 339, 343, 399, 405, 406, 413, 441, 443, 482, 494, 501, 516, 538, 539, 556, 562, 607]"
18985,113,"[0, 2, 5, 12, 15, 51, 75, 91, 128, 133, 157, 170, 210, 217, 255, 289, 339, 343, 399, 405, 406, 413, 429, 441, 443, 482, 494, 501, 516, 538, 539, 556, 562, 607]"
18982,113,"[0, 2, 46, 75, 117, 133, 151, 157, 255, 349, 367, 405, 413, 424, 437, 438, 441, 443, 459, 487, 494, 538, 539, 548, 556, 607]"
7744,35,"[25, 140, 142, 167]"
5435,5,"[142, 264, 449]"
8900,6,"[34, 38, 90, 114, 173, 197, 324, 415, 423, 478]"
13767,66,[215]
2617,66,[215]
17465,63,[215]
13869,42,[267]
17102,11,"[26, 47, 61, 108, 272, 382, 384, 447, 514, 534]"
17101,11,"[26, 47, 108, 272, 333, 382, 384, 447, 514, 534]"
15939,13,"[26, 47, 61, 108, 272, 382, 384, 447, 514, 534]"
15095,13,"[47, 73, 222, 333, 345, 384, 447, 514, 534]"
12411,13,"[47, 73, 222, 333, 345, 384, 447, 514, 534]"
12413,13,"[26, 47, 61, 108, 272, 382, 384, 447, 514, 534]"
10899,13,"[47, 108, 272, 333, 382, 384, 447, 514, 533, 534]"
9628,13,"[47, 73, 222, 333, 345, 384, 447, 514, 534]"
6497,15,"[202, 246, 478, 576]"
13350,16,"[123, 158, 202, 421, 483, 576, 579]"
12699,16,"[163, 188, 300, 379, 421, 451, 579]"
15045,18,"[10, 249, 475, 478, 599]"
16265,18,"[260, 478, 526, 550, 594]"
10919,36,"[47, 73, 222, 333, 345, 384, 447, 514, 534]"
14926,20,"[47, 97, 304, 368, 384, 514, 534, 546]"
14543,20,"[47, 97, 144, 148, 368, 384, 419, 514, 534, 546]"
15021,20,"[47, 97, 144, 148, 368, 384, 419, 514, 534, 546]"
13618,21,"[47, 325, 362, 384, 467, 514, 534, 546]"
10799,21,"[47, 148, 325, 362, 384, 419, 426, 514, 534, 546]"
16171,22,"[21, 47, 148, 200, 362, 368, 384, 419, 514, 534]"
15030,22,"[21, 47, 148, 200, 362, 368, 384, 419, 514, 534]"
16193,22,"[21, 47, 362, 368, 384, 514, 534, 577]"
15378,23,"[47, 97, 144, 148, 235, 368, 384, 419, 514, 534, 546]"
15230,23,"[21, 148, 362, 368, 419, 534]"
18186,97,"[6, 69, 203, 269, 270, 356, 369, 439, 486, 509, 557, 575]"
18188,97,"[6, 69, 203, 269, 270, 356, 369, 439, 486, 575]"
18184,97,"[6, 174, 269, 270, 365, 369, 418, 439, 473, 557, 575]"
18185,97,"[6, 174, 269, 270, 365, 369, 418, 439, 473, 557, 575]"
18187,97,"[6, 174, 269, 270, 365, 369, 418, 439, 473, 557, 575]"
15393,98,"[6, 159, 269, 270, 369, 462, 557, 575]"
16238,99,"[6, 42, 69, 190, 203, 269, 356, 369, 439, 486, 509, 575]"
15339,99,"[6, 42, 69, 190, 203, 269, 356, 369, 439, 486, 509, 575]"
17427,99,"[6, 42, 69, 190, 203, 269, 356, 369, 439, 486, 509, 575]"
15390,99,"[6, 42, 159, 168, 180, 269, 369, 462, 557, 575]"
15484,99,"[6, 42, 159, 168, 180, 269, 369, 462, 557, 575]"
15388,99,"[6, 42, 159, 168, 180, 269, 369, 462, 557, 575]"
16240,99,"[6, 42, 174, 269, 365, 369, 418, 439, 468, 473, 557, 575]"
17479,99,"[6, 42, 174, 269, 365, 369, 418, 439, 468, 473, 557, 575]"
15895,100,"[6, 126, 159, 253, 269, 270, 380, 411, 493, 536, 575]"
18195,100,"[6, 126, 159, 253, 269, 270, 380, 411, 493, 536, 575]"
18190,100,"[6, 126, 159, 253, 269, 270, 380, 411, 493, 536, 575]"
15660,100,"[6, 126, 159, 253, 269, 270, 380, 411, 493, 536, 575]"
18229,101,"[6, 126, 269, 270, 356, 380, 411, 417, 439, 486, 536, 575]"
18237,101,"[6, 126, 269, 270, 356, 380, 411, 417, 439, 486, 536, 575]"
18232,101,"[6, 126, 269, 270, 356, 380, 411, 417, 439, 486, 536, 575]"
18257,101,"[6, 126, 269, 270, 356, 380, 411, 417, 439, 486, 536, 575]"
18258,102,"[6, 126, 192, 269, 270, 380, 411, 418, 439, 473, 493, 536, 575]"
18259,102,"[269, 473]"
15338,82,"[53, 150, 226, 288, 366, 416, 436, 477, 478, 480]"
12288,83,"[45, 138, 166, 183, 326, 375, 403, 478, 506]"
16205,84,"[20, 21, 48, 97, 109, 120, 148, 295, 419, 492, 524]"
16263,84,"[29, 48, 97, 109, 148, 245, 295, 328, 419, 492, 546]"
6626,84,"[20, 21, 48, 97, 109, 120, 148, 295, 419, 492, 524]"
16264,85,"[20, 21, 47, 97, 120, 148, 208, 280, 384, 419, 514, 524, 534]"
4873,45,"[36, 71, 146, 229, 297, 331, 481, 549]"
9242,45,"[36, 71, 146, 229, 297, 331, 481, 549]"
1964,42,[238]
2974,67,"[285, 327, 544, 600]"
9697,67,"[27, 143, 181, 544]"
2964,64,"[128, 289, 429, 540]"
2593,63,"[128, 289, 429, 540]"
11943,64,"[128, 289, 429, 540]"
13757,63,"[128, 289, 429, 540]"
13753,64,"[128, 289, 429, 540]"
12166,64,"[128, 289, 429, 540]"
13751,64,[540]
12173,65,"[338, 460, 595]"
13772,93,"[130, 515, 568]"
11645,93,"[434, 595]"
13777,94,"[63, 595]"
11647,94,"[63, 595]"
13964,94,"[63, 595]"
11962,94,"[49, 496, 595]"
14057,95,"[63, 595]"
14072,95,"[63, 595]"
13980,95,"[49, 496, 595]"
14087,95,"[63, 595]"
14067,95,"[49, 496, 595]"
14062,95,"[63, 595]"
14060,95,"[49, 496, 595]"
13976,95,"[63, 595]"
13974,95,"[49, 496, 595]"
14107,96,"[434, 595]"
14097,96,"[130, 515, 568]"
14099,96,"[338, 460, 595]"
14112,96,[595]
14092,96,"[294, 431, 598]"
14106,96,"[434, 595]"
11975,96,"[63, 595]"
14111,96,"[294, 431, 598]"
2972,63,[215]
13691,42,[238]
12034,127,"[136, 196, 309, 584]"
14394,127,"[57, 212, 484]"
14391,127,"[136, 196, 309, 584]"
14389,127,"[57, 212, 484]"
12052,128,"[57, 212, 360, 484]"
14727,128,"[57, 212, 360]"
14726,128,"[154, 309, 500, 584]"
13754,64,"[128, 289, 429, 540]"
16524,69,"[302, 539, 556, 565]"
19057,69,"[302, 539, 556, 565]"
19299,69,"[302, 539, 556, 565]"
16563,69,"[302, 539, 556, 565]"
19295,69,"[302, 539, 556, 565]"
9070,69,"[225, 302, 494, 556]"
17533,69,"[225, 302, 494, 556]"
17483,69,"[225, 302, 494, 556]"
16293,69,"[225, 302, 494, 556]"
16541,69,"[225, 302, 494, 556]"
19059,69,"[302, 556]"
18716,69,"[302, 539, 556, 565]"
16566,69,"[302, 539, 556, 565]"
4935,69,"[302, 556]"
19302,69,"[225, 302, 494, 556]"
19054,69,"[302, 556]"
19298,69,"[225, 302, 494, 556]"
13847,82,"[53, 150, 211, 288, 366, 416, 436, 477, 478, 480]"
6587,4,"[142, 264, 458, 505, 569]"
6598,5,"[142, 220, 264, 408, 449, 505, 569]"
7265,5,[264]
5349,5,"[142, 264, 276, 449, 458, 505, 569]"
5558,5,"[142, 264, 276, 449, 458, 505, 569]"
13750,63,"[128, 289, 429, 540]"
13749,64,"[128, 289, 429, 540]"
13746,64,"[128, 289, 429, 540]"
13747,64,[540]
13762,65,"[338, 460, 595]"
12780,93,"[130, 515, 568]"
13969,94,"[49, 496, 595]"
12417,94,"[63, 595]"
12422,95,"[49, 496, 595]"
14086,95,"[63, 595]"
13979,95,"[63, 595]"
14082,95,"[63, 595]"
14088,95,"[294, 431, 598]"
12431,95,"[49, 496, 595]"
14074,95,"[63, 595]"
14059,95,"[49, 496, 595]"
14061,95,"[63, 595]"
11969,95,"[49, 496, 595]"
14063,95,"[49, 496, 595]"
14058,95,"[294, 431, 598]"
14096,95,"[63, 595]"
14374,96,"[130, 515, 568]"
11971,96,[294]
13677,41,[605]
14732,127,"[57, 212, 484]"
14729,127,"[57, 212, 484]"
